RA,DEC,z,W1mag,W2mag,W1_W2,M_W1,L_W1,Mstar,log_mass,galaxy_type
121.6039,17.4177,0.105,14.79899979,14.52099991,0.277999878,-23.69913728,59656107147,7934786032,9.89953522,Spiral
133.2277,35.8249,0.4056,15.15999985,14.71199989,0.447999954,-26.62575632,8.83695E+11,43489322699,10.63838264,Elliptical
229.8821,52.9557,0.3334,14.48099995,14.19999981,0.281000137,-26.80656683,1.04382E+12,1.36423E+11,11.1348876,Elliptical
136.97,45.6007,0.1825,13.48499966,13.29399967,0.190999985,-26.31861076,6.65954E+11,1.47334E+11,11.16830298,Elliptical
17.2119,3.9431,0.3774,14.34200001,14.11400032,0.227999687,-27.25973058,1.5845E+12,2.8234E+11,11.45077241,Elliptical
132.2969,47.5843,0.185,13.36800003,13.13099957,0.237000465,-26.46836035,7.64441E+11,1.2923E+11,11.11136334,Elliptical
183.7013,24.6355,0.2882,14.2869997,14.01099968,0.276000023,-26.63527788,8.91479E+11,1.1997E+11,11.07907266,Elliptical
208.4426,-7.2796,0.3771,14.43500042,14.10000038,0.335000038,-27.16470506,1.45172E+12,1.38351E+11,11.1409823,Elliptical
151.3583,50.978,0.2252,15.03499985,14.61299992,0.421999931,-25.27841738,2.55486E+11,14638181435,10.16548713,Spiral
353.6545,5.7745,0.3774,14.71800041,14.48400021,0.234000206,-26.88373018,1.12071E+12,1.92811E+11,11.28513181,Elliptical
215.9796,17.5722,0.1026,13.00300026,12.92199993,0.081000328,-25.44148577,2.96889E+11,1.24984E+11,11.09685442,Elliptical
143.6046,31.6139,0.129,12.5369997,12.40600014,0.130999565,-26.44191626,7.46048E+11,2.34438E+11,11.37002801,Elliptical
11.9567,41.6974,0.1211,13.19999981,13.05000019,0.149999619,-25.63069641,3.5341E+11,99375547422,10.99727953,Elliptical
231.616,13.9414,0.3304,14.70800018,14.47599983,0.232000351,-26.55677898,8.293E+11,1.44355E+11,11.15943183,Elliptical
28.1169,31.3454,0.3794,14.61600018,14.42700005,0.18900013,-26.99919332,1.24646E+12,2.79008E+11,11.44561666,Elliptical
358.0732,10.4644,0.3643,15.06400013,14.89099979,0.173000336,-26.44788578,7.50161E+11,1.84388E+11,11.26573265,Elliptical
222.492,14.0916,0.3126,14.21500015,14.02600002,0.18900013,-26.91052221,1.14871E+12,2.57128E+11,11.41014937,Elliptical
219.7591,29.0417,0.3993,15.11100006,15.00199986,0.109000206,-26.63469296,8.90999E+11,3.18432E+11,11.5030167,Giant Elliptical / BCG
5.9938,5.3124,0.2517,13.75699997,13.44799995,0.309000015,-26.82954444,1.06615E+12,1.18293E+11,11.07295905,Elliptical
245.1297,29.891,0.096,12.44499969,12.35599995,0.088999748,-25.84558111,4.30757E+11,1.73051E+11,11.23817411,Elliptical
174.0577,11.5644,0.1716,13.89000034,13.65799999,0.232000351,-25.76577592,4.00231E+11,69667379850,10.84302948,Elliptical
246.4048,45.7333,0.3994,15.23799992,14.95899963,0.279000282,-26.50833358,7.9311E+11,1.04875E+11,11.02067197,Elliptical
225.0938,52.308,0.2807,13.75500011,13.5010004,0.25399971,-27.10161833,1.36977E+12,2.09647E+11,11.32148865,Elliptical
3.5253,23.7651,0.2422,14.35299969,14.15999985,0.19299984,-26.13881636,5.64321E+11,1.23398E+11,11.09130812,Elliptical
201.4926,10.4421,0.1482,13.20899963,13.02200031,0.186999321,-26.09742025,5.4321E+11,1.23024E+11,11.08998984,Elliptical
130.7331,29.4575,0.1952,13.46399975,13.24400043,0.219999313,-26.50186696,7.884E+11,1.47214E+11,11.16794911,Elliptical
201.1481,5.5716,0.2276,14.09799957,13.77400017,0.323999405,-26.24134106,6.20207E+11,63034445562,10.79957794,Elliptical
190.4685,16.5562,0.242,14.12699986,13.87899971,0.248000145,-26.36278537,6.93608E+11,1.0995E+11,11.04119523,Elliptical
196.2134,47.7715,0.1429,12.94900036,12.75800037,0.190999985,-26.27117447,6.37485E+11,1.41036E+11,11.14932998,Elliptical
209.9581,30.1322,0.2294,14.38500023,14.07699966,0.308000565,-25.97361808,4.84671E+11,54091098030,10.7331258,Elliptical
124.8538,33.2249,0.3296,16.45499992,16.16399956,0.291000366,-24.80367038,1.64994E+11,20338888737,10.30832722,Spiral
39.311,-3.736,0.3636,14.58300018,14.39000034,0.19299984,-26.92400145,1.16306E+12,2.5432E+11,11.40538051,Elliptical
213.719,0.1962,0.1253,13.20100021,13.08199978,0.119000435,-25.70958968,3.80046E+11,1.28108E+11,11.10757625,Elliptical
209.6511,26.737,0.1397,13.03600025,12.87800026,0.157999992,-26.13064354,5.60089E+11,1.50293E+11,11.17693875,Elliptical
346.72,3.3708,0.286,13.48400021,13.20800018,0.276000023,-27.41918183,1.83515E+12,2.46963E+11,11.39263189,Elliptical
151.4294,5.816,0.1231,13.00699997,12.88399982,0.123000145,-25.86206015,4.37345E+11,1.44014E+11,11.15840471,Elliptical
207.9833,12.5683,0.1437,13.54599953,13.33899975,0.206999779,-25.68738293,3.72352E+11,75019425840,10.87517374,Elliptical
235.1983,0.9112,0.1643,13.70499992,13.51000023,0.194999695,-25.84681115,4.31245E+11,93202000832,10.96942524,Elliptical
147.2567,2.4274,0.2601,14.46000004,14.05000019,0.409999847,-26.207601,6.0123E+11,36952241627,10.56764079,Elliptical
117.3153,38.0373,0.2621,14.17700005,13.89299965,0.284000397,-26.50954474,7.93995E+11,1.01966E+11,11.00845538,Elliptical
132.9237,16.6151,0.1834,13.12199974,12.89999962,0.222000122,-26.69344829,9.40544E+11,1.7358E+11,11.23949968,Elliptical
209.8129,27.9763,0.0746,11.89900017,11.90299988,-0.00399971,-25.81240947,4.17796E+11,2.8915E+11,11.4611232,Elliptical
151.9182,1.0981,0.1857,13.81799984,13.55799961,0.260000229,-26.02745703,5.09311E+11,75263122557,10.87658223,Elliptical
5.5914,23.7337,0.0987,12.52299976,12.41300011,0.109999657,-25.8317179,4.25292E+11,1.51108E+11,11.17928746,Elliptical
130.3421,61.2125,0.1326,12.74800014,12.60200024,0.145999908,-26.29565344,6.52021E+11,1.87682E+11,11.27342262,Elliptical
167.0519,26.1761,0.1753,13.63500023,13.45899963,0.176000595,-26.07191131,5.30597E+11,1.28151E+11,11.107722,Elliptical
228.6818,54.8163,0.158,13.20100021,12.97599983,0.225000381,-26.25757428,6.29549E+11,1.14164E+11,11.05752918,Elliptical
219.8804,23.8125,0.1584,13.66899967,13.42800045,0.240999222,-25.7955966,4.11376E+11,67936100878,10.83210062,Elliptical
